genome,completeness,contamination,length,N50
TOBG_SAT-77.fna,86.75,3.23,1566675,30736
TOBG_SAT-76.fna,55.88,0.0,577623,19692
TOBG_SAT-75.fna,90.96,0.67,3093260,187570
TOBG_SAT-74.fna,86.09,0.16,2965195,237071
TOBG_SAT-73.fna,98.7,2.75,3646182,394050
TOBG_SAT-71.fna,57.28,1.94,624436,18326
TOBG_SAT-70.fna,55.49,1.72,2119180,34670
TOBG_SAT-7.fna,97.59,4.83,3413560,297800
TOBG_SAT-69.fna,84.62,2.18,3780769,44536
TOBG_SAT-68.fna,51.69,0.87,1350861,19577
TOBG_SAT-67.fna,84.27,0.98,2827680,27359
TOBG_SAT-66.fna,90.0,1.3,3323472,46561
TOBG_SAT-64.fna,76.1,1.08,3802651,28837
TOBG_SAT-63.fna,74.92,1.89,3561937,48061
TOBG_SAT-62.fna,99.43,0.67,3322063,110879
TOBG_SAT-61.fna,74.1,0.52,2911050,27514
TOBG_SAT-60.fna,98.91,4.26,3200985,122172
TOBG_SAT-6.fna,98.23,0.92,3009097,274631
TOBG_SAT-58.fna,63.29,1.02,2245055,21349
TOBG_SAT-57.fna,76.17,1.27,4960393,29418
TOBG_SAT-56.fna,85.23,0.31,3566898,31116
TOBG_SAT-55.fna,99.19,2.51,5115071,196111
TOBG_SAT-54.fna,98.16,3.17,4779610,151313
TOBG_SAT-53.fna,54.31,1.72,3834525,54871
TOBG_SAT-52.fna,96.37,2.68,4351294,104256
TOBG_SAT-51.fna,99.24,5.6,4988172,175483
TOBG_SAT-50.fna,65.87,0.15,2246594,31193
TOBG_SAT-5.fna,88.37,2.62,3741168,46251
TOBG_SAT-49.fna,98.35,0.19,3046076,217600
TOBG_SAT-48.fna,50.16,0.0,2617861,20551
TOBG_SAT-47.fna,85.13,4.73,2914745,28048
TOBG_SAT-46.fna,97.9,1.22,3539782,192662
TOBG_SAT-45.fna,66.53,1.1,1628373,29883
TOBG_SAT-44.fna,61.33,0.27,1142297,29460
TOBG_SAT-43.fna,98.92,0.27,3018417,77615
TOBG_SAT-42.fna,94.03,3.87,3623736,48552
TOBG_SAT-41.fna,65.75,0.04,1030476,23941
TOBG_SAT-40.fna,99.57,1.43,3830489,129154
TOBG_SAT-4.fna,98.44,1.53,3897340,147917
TOBG_SAT-39.fna,88.79,1.18,3224076,34001
TOBG_SAT-38.fna,80.13,3.07,1888070,39332
TOBG_SAT-37.fna,99.39,2.64,3574957,160658
TOBG_SAT-36.fna,62.64,1.1,1177173,19080
TOBG_SAT-35.fna,97.41,0.43,3640499,252815
TOBG_SAT-34.fna,61.28,0.19,1410392,23088
TOBG_SAT-33.fna,80.92,2.17,1659661,41920
TOBG_SAT-32.fna,61.2,1.94,3873783,23084
TOBG_SAT-31.fna,99.78,1.2,4069214,232722
TOBG_SAT-3078.fna,50.51,2.47,980932,16810
TOBG_SAT-3076.fna,50.99,0.0,1312290,32397
TOBG_SAT-3048.fna,70.04,0.0,821961,50063
TOBG_SAT-3034.fna,62.9,2.15,1219027,110718
TOBG_SAT-3021.fna,100.0,6.34,3038449,264496
TOBG_SAT-3008.fna,69.36,2.97,1805699,27232
TOBG_SAT-30.fna,69.77,1.76,1181539,26949
TOBG_SAT-3.fna,95.93,0.62,2119617,55648
TOBG_SAT-2998.fna,58.6,3.05,1270952,21462
TOBG_SAT-2990.fna,65.38,1.12,618615,53738
TOBG_SAT-2989.fna,65.92,3.37,688220,30011
TOBG_SAT-2985.fna,54.45,4.17,893270,21704
TOBG_SAT-2981.fna,57.1,2.05,1761991,70928
TOBG_SAT-2971.fna,69.38,4.8,1735500,27643
TOBG_SAT-2963.fna,56.11,0.86,853364,21649
TOBG_SAT-2956.fna,54.95,3.3,1320795,23299
TOBG_SAT-2911.fna,89.83,0.07,2076724,189526
TOBG_SAT-2910.fna,74.91,1.85,2543940,40977
TOBG_SAT-29.fna,57.83,1.61,908112,22108
TOBG_SAT-2866.fna,55.17,0.0,2891325,136985
TOBG_SAT-2856.fna,54.77,2.96,817311,28380
TOBG_SAT-2823.fna,54.24,1.59,1314383,21229
TOBG_SAT-2804.fna,50.68,1.84,870741,18210
TOBG_SAT-28.fna,96.64,1.0,4625496,97591
TOBG_SAT-2797.fna,58.42,3.9,1199400,22045
TOBG_SAT-2788.fna,84.08,2.46,3358635,291372
TOBG_SAT-2787.fna,92.53,0.86,1687414,423638
TOBG_SAT-2781.fna,64.27,3.73,1496096,99662
TOBG_SAT-2766.fna,79.57,0.81,2002729,92080
TOBG_SAT-2756.fna,90.86,1.86,2112507,108509
TOBG_SAT-2755.fna,87.17,0.43,3226690,118497
TOBG_SAT-2751.fna,58.24,2.2,854535,18474
TOBG_SAT-2750.fna,56.03,0.0,1910127,19558
TOBG_SAT-2734.fna,58.03,2.17,815992,21974
TOBG_SAT-2731.fna,50.88,0.0,620106,28851
TOBG_SAT-2727.fna,55.59,4.88,996040,28472
TOBG_SAT-27.fna,99.24,0.19,4324183,329657
TOBG_SAT-2699.fna,52.56,2.56,1288610,17751
TOBG_SAT-2681.fna,62.78,0.8,1139175,26429
TOBG_SAT-2619.fna,79.12,2.2,1203139,64495
TOBG_SAT-2610.fna,65.56,1.12,1791696,20717
TOBG_SAT-2604.fna,66.01,1.98,2213835,24146
TOBG_SAT-26.fna,99.26,0.83,2745455,107857
TOBG_SAT-2595.fna,71.03,0.0,1350486,25367
TOBG_SAT-2594.fna,67.97,0.0,1371407,23299
TOBG_SAT-2587.fna,50.09,0.72,1980117,21447
TOBG_SAT-25.fna,80.75,2.28,2760586,27709
TOBG_SAT-24.fna,71.88,1.1,1301918,27185
TOBG_SAT-230.fna,93.1,2.48,4921160,80340
TOBG_SAT-23.fna,76.65,0.82,2581032,20735
TOBG_SAT-229.fna,69.11,0.0,609840,155708
TOBG_SAT-228.fna,93.37,0.99,1642008,100045
TOBG_SAT-227.fna,96.36,7.84,2716820,730128
TOBG_SAT-226.fna,81.37,3.68,1557090,33399
TOBG_SAT-225.fna,70.49,1.61,2588379,18075
TOBG_SAT-224.fna,55.17,1.72,1500740,16936
TOBG_SAT-223.fna,66.47,1.62,1238454,26232
TOBG_SAT-222.fna,55.49,0.0,1003863,28437
TOBG_SAT-221.fna,92.57,1.19,1424643,127147
TOBG_SAT-220.fna,81.35,0.0,954390,31503
TOBG_SAT-22.fna,93.81,1.14,3483980,60941
TOBG_SAT-219.fna,68.99,1.35,2117037,31085
TOBG_SAT-218.fna,67.27,1.6,1635161,30680
TOBG_SAT-217.fna,80.01,1.61,2646633,42165
TOBG_SAT-216.fna,67.95,0.83,2250214,78449
TOBG_SAT-215.fna,66.17,0.99,1444531,25053
TOBG_SAT-213.fna,78.38,1.98,1797984,36794
TOBG_SAT-212.fna,50.6,0.0,543907,29772
TOBG_SAT-211.fna,83.81,3.68,992944,45960
TOBG_SAT-210.fna,55.17,1.72,894614,21837
TOBG_SAT-21.fna,68.1,1.72,3279859,38879
TOBG_SAT-209.fna,51.74,0.0,678252,30880
TOBG_SAT-207.fna,54.7,0.0,687104,61685
TOBG_SAT-206.fna,83.11,0.99,1381584,28940
TOBG_SAT-205.fna,71.94,0.0,1702324,49086
TOBG_SAT-204.fna,51.52,1.1,780463,18851
TOBG_SAT-203.fna,68.21,0.0,940553,31263
TOBG_SP-175.fna,62.67,1.6,1769206,35719
TOBG_SP-174.fna,82.42,3.3,1934809,45613
TOBG_SP-173.fna,86.81,4.4,2468286,68651
TOBG_SP-172.fna,53.2,1.6,710946,27731
TOBG_SP-171.fna,82.73,3.09,2650633,54192
TOBG_SP-170.fna,53.29,1.6,1458137,25968
TOBG_SP-17.fna,99.07,2.77,4696839,181486
TOBG_SP-169.fna,96.1,1.27,3284009,92554
TOBG_SP-168.fna,65.28,0.0,4075286,64489
TOBG_SP-167.fna,99.37,0.97,4353457,194882
TOBG_SP-166.fna,92.87,0.0,4535358,85821
TOBG_SP-165.fna,53.93,0.99,950238,52136
TOBG_SP-164.fna,92.6,3.68,3400303,41723
TOBG_SP-163.fna,96.42,2.29,5418417,241626
TOBG_SP-161.fna,76.55,0.0,3418368,72936
TOBG_SP-160.fna,95.73,4.7,2408629,132305
TOBG_SP-16.fna,99.0,1.24,6637452,188781
TOBG_SP-159.fna,90.05,1.22,3619350,44269
TOBG_SP-158.fna,82.83,0.06,3020958,43510
TOBG_SP-157.fna,87.03,0.99,1982125,54066
TOBG_SP-156.fna,91.52,0.87,2602685,103184
TOBG_SP-155.fna,52.94,1.11,3551180,26643
TOBG_SP-154.fna,99.57,0.0,2522793,124199
TOBG_SP-153.fna,68.88,1.56,3878364,28494
TOBG_SP-152.fna,62.75,0.81,2940049,26571
TOBG_SP-151.fna,97.67,0.0,2411759,102915
TOBG_SP-148.fna,50.81,1.9,1222596,23573
TOBG_SP-147.fna,65.79,1.74,1862157,30283
TOBG_SP-146.fna,57.05,0.0,1132533,22659
TOBG_SP-145.fna,89.1,2.84,3353936,47527
TOBG_SP-144.fna,100.0,5.17,3871704,212238
TOBG_SP-143.fna,63.33,1.6,1534251,36281
TOBG_SP-142.fna,98.84,3.3,5196966,71421
TOBG_SAT-142.fna,81.55,3.35,1833363,48804
TOBG_SP-141.fna,84.98,2.35,6149812,44348
TOBG_SP-140.fna,99.03,4.65,3804787,147190
TOBG_SP-139.fna,65.22,0.0,625023,31340
TOBG_SP-138.fna,94.44,4.4,5266773,73707
TOBG_SP-137.fna,98.86,3.98,3678879,132343
TOBG_SP-136.fna,97.3,2.61,2315296,164730
TOBG_SP-135.fna,94.32,0.57,2624986,51856
TOBG_SP-134.fna,50.54,0.0,1372581,44935
TOBG_SP-133.fna,99.12,0.89,4248066,143669
TOBG_SP-132.fna,51.06,1.37,1427612,61293
TOBG_SP-131.fna,88.69,2.16,4238835,86544
TOBG_SP-13.fna,97.97,2.7,3152361,76739
TOBG_SP-129.fna,57.93,1.72,3342274,53766
TOBG_SP-127.fna,82.87,2.04,3611953,39818
TOBG_SP-126.fna,94.48,1.87,5385524,70282
TOBG_SP-125.fna,92.31,0.5,3875926,66946
TOBG_SP-124.fna,75.0,0.84,3988723,47730
TOBG_SP-123.fna,99.78,0.43,4232139,291286
TOBG_SP-122.fna,51.9,0.0,2081251,32855
TOBG_SP-120.fna,63.1,1.72,3897755,138176
TOBG_SP-118.fna,84.1,1.32,4114651,42221
TOBG_SP-117.fna,58.93,0.0,834643,38937
TOBG_SP-116.fna,51.4,1.28,1062674,28035
TOBG_SP-115.fna,85.85,1.24,3175648,51864
TOBG_SP-114.fna,94.41,4.42,3632077,50686
TOBG_SP-112.fna,97.27,3.15,4856351,129303
TOBG_SP-111.fna,51.25,1.15,686451,33165
TOBG_SP-110.fna,96.59,0.57,2804671,114000
TOBG_SP-11.fna,99.01,1.2,3478601,286257
TOBG_SP-109.fna,84.02,4.14,3484875,379619
TOBG_SP-108.fna,80.12,3.3,1122373,49608
TOBG_SP-107.fna,70.74,1.67,1848967,36038
TOBG_SP-106.fna,57.14,1.1,983723,28701
TOBG_SP-105.fna,89.59,1.15,3293198,126595
TOBG_SP-103.fna,58.62,0.86,2074766,32496
TOBG_SP-102.fna,93.48,4.14,2740912,115236
TOBG_SP-101.fna,83.52,3.85,1337123,32123
TOBG_SP-100.fna,59.42,0.8,1459446,66156
TOBG_SAT-202.fna,50.14,1.3,822564,18577
TOBG_SAT-201.fna,82.48,2.2,1211441,47190
TOBG_SAT-200.fna,72.83,1.36,2065101,41592
TOBG_SAT-20.fna,90.05,3.16,3682313,38976
TOBG_SAT-2.fna,83.18,4.29,2365380,60092
TOBG_SAT-199.fna,56.27,0.0,523541,16480
TOBG_SAT-198.fna,97.74,2.23,3849940,221466
TOBG_SAT-197.fna,77.98,1.65,1177491,41251
TOBG_SAT-196.fna,67.52,0.85,1899302,37970
TOBG_SAT-194.fna,98.1,1.73,3347836,196457
TOBG_SAT-190.fna,65.07,0.8,1240477,112301
TOBG_SAT-19.fna,80.61,2.88,4192159,32702
TOBG_SAT-189.fna,97.41,2.28,3591292,363525
TOBG_SAT-188.fna,62.95,0.0,1737977,39139
TOBG_SAT-187.fna,55.17,0.86,2330162,46455
TOBG_SAT-186.fna,61.08,1.99,852504,36953
TOBG_SAT-185.fna,85.03,2.79,2235816,23718
TOBG_SAT-183.fna,95.39,3.13,3601849,54224
TOBG_SAT-182.fna,93.73,0.99,1355491,50107
TOBG_SAT-181.fna,83.66,4.95,1250697,39171
TOBG_SAT-180.fna,92.11,2.68,3700446,361554
TOBG_SAT-18.fna,89.4,3.15,3157998,66855
TOBG_SAT-179.fna,93.9,1.79,3963517,244464
TOBG_SAT-178.fna,58.53,0.0,1021669,52366
TOBG_SAT-177.fna,98.04,1.3,2519209,188291
TOBG_SAT-176.fna,96.54,8.13,2999251,46939
TOBG_SAT-175.fna,84.89,1.88,2007282,51164
TOBG_SAT-174.fna,61.42,0.4,2543862,320884
TOBG_SAT-173.fna,55.69,1.87,2219894,23335
TOBG_SAT-172.fna,53.81,0.68,2121486,27957
TOBG_SAT-170.fna,69.03,0.0,1404814,25262
TOBG_SAT-17.fna,98.28,9.48,2177475,84102
TOBG_SAT-169.fna,52.97,0.0,892752,29204
TOBG_SAT-168.fna,93.38,0.0,1660800,105011
TOBG_SAT-166.fna,87.85,3.3,1231651,24697
TOBG_SAT-165.fna,77.69,0.8,1700864,38341
TOBG_SAT-164.fna,77.73,0.06,1720552,44347
TOBG_SAT-162.fna,90.11,2.75,4765829,40257
TOBG_SAT-1613.fna,89.32,5.56,2363824,57809
TOBG_SAT-1610.fna,87.58,6.08,3823410,29342
TOBG_SAT-161.fna,79.63,1.71,1266047,33308
TOBG_SAT-1609.fna,88.84,7.55,2744092,50505
TOBG_SAT-1608.fna,75.64,3.85,1504380,36132
TOBG_SAT-1607.fna,82.52,8.4,1139082,41939
TOBG_SAT-160.fna,54.31,0.0,911914,20629
TOBG_SAT-16.fna,60.16,0.05,2156040,22244
TOBG_SAT-1585.fna,70.62,2.3,1798162,31447
TOBG_SAT-1582.fna,75.86,3.45,1440485,40056
TOBG_SAT-1581.fna,58.5,2.99,1408799,23843
TOBG_SAT-158.fna,65.02,0.0,1234628,26027
TOBG_SAT-1579.fna,63.2,2.97,1127496,35219
TOBG_SAT-1578.fna,51.72,3.45,1315807,19068
TOBG_SAT-1576.fna,64.34,4.29,1140845,20542
TOBG_SAT-157.fna,81.2,4.27,2483264,61455
TOBG_SAT-1567.fna,69.07,4.33,1665892,43101
TOBG_SAT-1561.fna,50.6,4.82,628705,33065
TOBG_SAT-156.fna,52.7,0.0,1107424,21545
TOBG_SAT-1554.fna,55.43,2.4,1401231,23795
TOBG_SAT-1553.fna,76.27,4.0,1590752,38791
TOBG_SAT-1551.fna,69.87,3.85,1878145,42399
TOBG_SAT-155.fna,99.32,0.68,3523997,228086
TOBG_SAT-154.fna,77.69,0.99,1288042,45041
TOBG_SAT-1530.fna,54.9,4.93,1010807,21295
TOBG_SAT-153.fna,54.36,0.0,1732535,28653
TOBG_SAT-152.fna,92.26,0.59,1554143,97917
TOBG_SAT-1517.fna,81.82,6.14,2749100,30301
TOBG_SAT-1510.fna,75.02,4.0,1552599,43080
TOBG_SAT-151.fna,65.19,0.66,1732893,18591
TOBG_SAT-1509.fna,94.3,6.88,2545681,88592
TOBG_SAT-1507.fna,72.15,4.49,3581075,35176
TOBG_SAT-1505.fna,59.05,2.56,1893023,24413
TOBG_SAT-1504.fna,63.6,3.6,1052885,30643
TOBG_SAT-150.fna,86.32,3.42,3834755,57240
TOBG_SAT-15.fna,97.78,9.0,1784937,98205
TOBG_SAT-149.fna,71.26,1.01,2773188,27485
TOBG_SAT-1489.fna,60.07,4.95,1177247,27746
TOBG_SAT-1487.fna,59.07,3.51,1383822,97911
TOBG_SAT-1485.fna,67.07,4.8,1514507,31337
TOBG_SAT-148.fna,66.45,0.0,2269350,21508
TOBG_SAT-1475.fna,72.49,3.2,1787420,31800
TOBG_SAT-147.fna,50.87,0.0,2413632,22303
TOBG_SAT-1464.fna,63.19,4.62,1730404,30035
TOBG_SAT-1462.fna,79.17,4.86,3779589,37318
TOBG_SAT-1461.fna,52.45,2.38,1657877,22029
TOBG_SAT-1460.fna,59.61,2.4,1086459,27603
TOBG_SAT-146.fna,55.46,0.0,1770780,19996
TOBG_SAT-1451.fna,85.65,5.49,4963030,39891
TOBG_SAT-1450.fna,79.67,2.2,1429480,21197
TOBG_SAT-1449.fna,85.73,5.33,2193070,32102
TOBG_SAT-1448.fna,75.14,4.16,1755872,32124
TOBG_SAT-1446.fna,79.55,2.56,1061360,50446
TOBG_SAT-144.fna,51.07,1.71,1275972,26579
TOBG_SAT-1434.fna,87.1,8.6,2404839,31604
TOBG_SAT-1433.fna,68.5,4.41,2264680,47890
TOBG_SAT-1431.fna,81.97,5.98,1683245,49395
TOBG_SAT-1430.fna,54.92,3.7,1852395,26116
TOBG_SAT-143.fna,63.73,0.0,1154103,33316
TOBG_SAT-1429.fna,58.05,3.51,3398290,31398
TOBG_SAT-1416.fna,61.47,4.88,1406580,21381
TOBG_SAT-141.fna,99.46,5.77,5030346,151465
TOBG_SAT-1405.fna,65.38,2.99,1716257,32766
TOBG_SAT-1404.fna,56.06,2.34,1146189,22392
TOBG_SAT-1403.fna,81.32,8.31,1404366,65595
TOBG_SAT-1401.fna,91.67,8.04,3750247,210100
TOBG_SAT-140.fna,70.41,0.0,1768453,25770
TOBG_SAT-1391.fna,85.42,8.07,2504860,65257
TOBG_SAT-1390.fna,69.15,2.09,1346916,38543
TOBG_SAT-139.fna,81.07,1.94,919096,59942
TOBG_SAT-1388.fna,93.81,7.13,1571405,38914
TOBG_SAT-1387.fna,54.1,3.55,1434044,26807
TOBG_SAT-1386.fna,51.71,3.19,1902754,26680
TOBG_SAT-1384.fna,50.98,3.64,1162016,27818
TOBG_SAT-1383.fna,66.62,3.41,2160503,32032
TOBG_SAT-138.fna,82.42,0.0,1429528,24098
TOBG_SAT-137.fna,86.33,1.94,1459682,36252
TOBG_SAT-1369.fna,87.77,8.62,1246510,97858
TOBG_SAT-1367.fna,93.91,8.19,2352603,52034
TOBG_SAT-1366.fna,92.24,5.49,1991930,178775
TOBG_SAT-136.fna,57.48,0.0,768976,20047
TOBG_SAT-1346.fna,75.21,2.56,1427231,41882
TOBG_SAT-1359.fna,76.07,3.47,1787786,37181
TOBG_SAT-1358.fna,72.69,3.83,2030629,27478
TOBG_SAT-1356.fna,55.02,2.6,2109045,76202
TOBG_SAT-135.fna,88.6,0.36,1523834,107010
TOBG_SAT-1347.fna,60.13,3.2,1331258,26101
TOBG_SAT-1345.fna,51.47,4.78,699279,19111
TOBG_SAT-1344.fna,73.05,2.41,3657576,35563
TOBG_SAT-1342.fna,78.54,4.36,1218921,81178
TOBG_SAT-1340.fna,70.31,3.51,2087561,25713
TOBG_SAT-134.fna,89.08,4.0,2301888,38329
TOBG_SAT-1339.fna,79.43,4.87,2043271,59034
TOBG_SAT-1333.fna,65.81,2.56,1336795,216924
TOBG_SAT-1332.fna,61.74,4.0,1785224,22515
TOBG_SAT-1331.fna,75.91,4.57,1809684,33398
TOBG_SAT-133.fna,75.37,1.19,1870654,27755
TOBG_SAT-1329.fna,77.06,2.4,1632297,39120
TOBG_SAT-1328.fna,66.29,4.76,1638640,29312
TOBG_SAT-132.fna,85.27,1.08,1956592,36811
TOBG_SAT-131.fna,70.73,0.0,1150780,20551
TOBG_SAT-1309.fna,94.83,6.21,3157252,170238
TOBG_SAT-1308.fna,83.1,5.17,4185089,391551
TOBG_SAT-1302.fna,55.1,2.73,1036439,37034
TOBG_SAT-1301.fna,51.88,4.28,1048261,23560
TOBG_SAT-1300.fna,50.82,2.76,1082607,19877
TOBG_SAT-130.fna,99.29,4.0,3595762,338219
TOBG_SAT-13.fna,95.71,0.99,1395102,103748
TOBG_SAT-129.fna,96.88,1.79,3778761,80084
TOBG_SAT-1289.fna,86.83,7.37,2201031,25489
TOBG_SAT-128.fna,97.74,8.24,5214681,120413
TOBG_SAT-127.fna,73.93,1.28,1994162,33236
TOBG_SAT-126.fna,98.28,6.55,3662687,80680
TOBG_SAT-125.fna,50.16,1.68,1350589,17146
TOBG_SAT-124.fna,56.18,1.44,1212943,26437
TOBG_SAT-123.fna,50.68,0.99,612064,18982
TOBG_SAT-122.fna,70.81,1.6,1901486,38927
TOBG_SAT-121.fna,100.0,6.18,3566368,248826
TOBG_SAT-120.fna,62.74,1.07,3722395,24407
TOBG_SAT-12.fna,94.64,1.18,4537602,50522
TOBG_SAT-119.fna,51.67,0.26,1202291,27645
TOBG_SAT-118.fna,58.8,0.0,539636,22748
TOBG_SAT-117.fna,99.61,3.93,3958712,589755
TOBG_SAT-116.fna,70.34,1.6,1287061,85524
TOBG_SAT-115.fna,99.35,9.09,3864107,268648
TOBG_SAT-145.fna,80.53,1.6,1808944,53228
TOBG_SAT-113.fna,99.14,3.99,4081676,130539
TOBG_SAT-112.fna,98.06,5.38,2675016,75875
TOBG_SAT-111.fna,99.43,1.61,4727930,115466
TOBG_SAT-110.fna,97.23,6.58,3119350,96234
TOBG_SAT-11.fna,67.07,1.6,1212274,30733
TOBG_SAT-109.fna,96.81,7.51,4574030,85675
TOBG_SAT-108.fna,91.7,3.91,3542561,41137
TOBG_SAT-107.fna,95.89,9.15,2507259,61157
TOBG_SAT-106.fna,99.24,0.27,3264734,291115
TOBG_SAT-105.fna,93.55,1.08,1669274,158331
TOBG_SAT-104.fna,98.51,1.35,2864745,70623
TOBG_SAT-103.fna,87.53,1.08,1803236,32651
TOBG_SAT-102.fna,57.73,0.0,1025365,26929
TOBG_SAT-100.fna,56.03,1.72,838266,19339
TOBG_SAT-10.fna,95.61,3.45,4732202,50212
TOBG_SAT-1.fna,89.64,2.2,3229293,65602
TOBG_SP-95.fna,60.75,1.63,1212179,27310
TOBG_SP-94.fna,85.3,4.84,1668993,45913
TOBG_SP-93.fna,98.32,0.0,2739896,197090
TOBG_SP-92.fna,68.97,0.0,3744594,90913
TOBG_SP-91.fna,54.25,0.0,942604,24053
TOBG_SP-90.fna,59.66,0.86,1103774,28098
TOBG_SP-9.fna,61.67,0.21,2457325,30516
TOBG_SP-89.fna,95.6,8.85,2450610,97562
TOBG_SP-88.fna,79.07,0.8,1576740,99969
TOBG_SP-87.fna,62.4,0.89,2644081,28379
TOBG_SP-86.fna,83.08,4.04,2669531,42808
TOBG_SP-85.fna,98.31,8.88,3920992,90271
TOBG_SP-83.fna,59.09,0.0,1847948,27684
TOBG_SP-82.fna,90.86,2.87,2327368,51424
TOBG_SP-81.fna,90.81,1.1,1695481,70464
TOBG_SP-80.fna,68.97,1.72,1088727,31205
TOBG_SP-8.fna,89.06,2.2,4782217,68068
TOBG_SP-79.fna,53.07,0.8,1939945,32593
TOBG_SP-78.fna,86.13,1.73,1781988,45965
TOBG_SP-77.fna,51.65,0.0,3722941,41660
TOBG_SP-75.fna,91.58,0.89,2802668,44465
TOBG_SP-74.fna,81.65,2.96,3804900,44218
TOBG_SP-73.fna,97.6,2.47,3401106,107738
TOBG_SP-72.fna,67.76,0.99,957141,51958
TOBG_SP-71.fna,76.61,0.0,1372768,48944
TOBG_SP-70.fna,99.65,5.56,4898945,249789
TOBG_SP-7.fna,55.17,0.0,2248400,26810
TOBG_SP-69.fna,88.78,3.47,1354892,83715
TOBG_SP-68.fna,59.27,0.84,1345594,22845
TOBG_SP-67.fna,63.96,0.8,1937791,39445
TOBG_SP-65.fna,55.17,0.0,1266421,37851
TOBG_SP-64.fna,95.23,3.16,3563167,108829
TOBG_SP-62.fna,99.54,2.67,2932452,277290
TOBG_SP-61.fna,96.64,3.91,3649144,93019
TOBG_SP-60.fna,87.73,3.21,3029302,83875
TOBG_SP-6.fna,73.36,1.84,2178933,51664
TOBG_SP-59.fna,71.62,0.37,2262382,63413
TOBG_SP-58.fna,71.0,0.65,2318649,90696
TOBG_SP-57.fna,86.97,4.71,2980545,81866
TOBG_SP-56.fna,84.91,4.02,1399098,86182
TOBG_SP-55.fna,50.88,1.75,2150087,58114
TOBG_SP-54.fna,61.65,0.54,978862,26407
TOBG_SP-53.fna,55.33,1.72,1419522,25950
TOBG_SP-52.fna,89.39,2.18,3645475,98695
TOBG_SP-51.fna,73.63,0.0,1523338,26820
TOBG_SP-50.fna,63.17,0.0,2192125,45776
TOBG_SP-5.fna,95.27,2.36,6081546,90505
TOBG_SP-49.fna,74.13,1.19,1484755,55391
TOBG_SP-486.fna,77.11,0.0,1130614,118506
TOBG_SP-48.fna,62.64,0.0,2367541,38692
TOBG_SP-47.fna,88.71,3.76,1497536,93441
TOBG_SP-45.fna,91.51,4.99,3674042,49922
TOBG_SP-4388.fna,90.11,2.2,3031464,92674
TOBG_SP-4387.fna,89.49,0.0,3354005,51844
TOBG_SP-4380.fna,71.31,0.85,1999383,229019
TOBG_SP-4379.fna,89.5,0.0,1264697,151459
TOBG_SP-4374.fna,52.26,0.0,1018373,27128
TOBG_SP-4369.fna,87.4,1.88,1821255,311792
TOBG_SP-4366.fna,84.66,6.6,2793593,133888
TOBG_SP-4365.fna,93.11,1.81,3067623,69545
TOBG_SP-4360.fna,93.23,4.68,1683532,63877
TOBG_SP-4356.fna,76.4,0.99,1315367,124783
TOBG_SP-4355.fna,74.42,2.97,1368684,179162
TOBG_SP-4300.fna,73.59,4.82,644729,43547
TOBG_SP-43.fna,98.33,1.61,2350912,159377
TOBG_SP-4294.fna,56.32,0.85,1399013,24949
TOBG_SP-4291.fna,56.9,0.86,1512901,29489
TOBG_SP-4288.fna,95.01,5.94,1574062,188156
TOBG_SP-4275.fna,71.23,2.01,1182029,35590
TOBG_SP-4272.fna,52.68,2.2,1062801,24785
TOBG_SP-4269.fna,60.17,2.87,1520558,29225
TOBG_SP-4260.fna,63.79,1.72,890268,29749
TOBG_SP-4258.fna,62.55,0.72,4253269,65793
TOBG_SP-4251.fna,51.14,3.3,486002,25926
TOBG_SP-4248.fna,61.65,1.19,1665916,292572
TOBG_SP-4246.fna,63.48,0.0,1033728,32013
TOBG_SP-4236.fna,50.11,1.52,696938,58523
TOBG_SP-4225.fna,84.55,3.85,1909927,373444
TOBG_SP-4222.fna,51.65,0.0,1037886,44119
TOBG_SP-4220.fna,83.28,0.0,1323200,67836
TOBG_SP-4215.fna,66.72,1.98,1207722,64792
TOBG_SP-4206.fna,51.72,3.45,1885070,38455
TOBG_SP-42.fna,66.09,0.0,1214212,42787
TOBG_SP-4189.fna,72.56,2.87,1117814,289884
TOBG_SP-4154.fna,79.41,0.85,1258060,35664
TOBG_SP-4150.fna,69.66,3.37,886261,48389
TOBG_SP-4145.fna,70.93,4.0,1781356,51933
TOBG_SP-4114.fna,54.39,0.0,1104656,101895
TOBG_SP-41.fna,65.01,1.65,1306919,31139
TOBG_SP-4097.fna,68.45,0.0,2599743,37898
TOBG_SP-4073.fna,56.14,0.0,622741,22293
TOBG_SP-4060.fna,70.12,0.74,1668022,36538
TOBG_SP-4045.fna,76.77,4.88,1089911,820192
TOBG_SP-4044.fna,90.1,9.02,1292318,126589
TOBG_SP-4039.fna,68.13,0.0,1497565,131148
TOBG_SP-4038.fna,79.87,3.17,1245009,100418
TOBG_SP-4032.fna,54.44,4.73,1067439,31287
TOBG_SP-4027.fna,88.42,9.35,3190436,72467
TOBG_SP-4025.fna,51.61,3.23,970415,28803
TOBG_SP-4023.fna,93.92,8.11,3249496,68534
TOBG_SP-4021.fna,66.01,0.99,1422886,266679
TOBG_SP-4016.fna,74.92,1.72,1481265,61685
TOBG_SP-4.fna,70.54,0.0,4424693,43029
TOBG_SP-3992.fna,81.07,4.37,699700,27393
TOBG_SP-3985.fna,66.07,3.63,1491199,40891
TOBG_SP-3984.fna,88.12,3.96,2007118,290226
TOBG_SP-3983.fna,100.0,9.56,4136009,316830
