genome,completeness,contamination,length,N50,centrality
TOBG_MED-943.fna,63.79,4.31,,,0.0
TOBG_MED-928.fna,85.88,8.7,3796047.0,139447.0,0.0
TOBG_MED-921.fna,83.73,8.93,2053674.0,61165.0,0.981221
TOBG_MED-899.fna,81.87,4.8,1938004.0,41337.0,0.0
TOBG_MED-884.fna,58.58,2.21,,,0.0
TOBG_MED-883.fna,56.51,4.58,,,0.0
TOBG_MED-881.fna,66.3,2.26,,,0.0
TOBG_MED-880.fna,79.4,4.0,1730803.0,39804.0,0.0
TOBG_MED-879.fna,91.75,8.38,1564032.0,103630.0,0.975179
TOBG_MED-878.fna,91.97,7.1,1463536.0,382379.0,0.968587
TOBG_MED-877.fna,55.17,3.45,,,0.0
TOBG_MED-876.fna,52.05,2.35,,,0.0
TOBG_MED-875.fna,51.02,2.67,,,0.0
TOBG_MED-874.fna,55.33,2.8,,,0.0
TOBG_MED-873.fna,51.61,4.7,,,0.0
TOBG_MED-872.fna,64.78,3.61,,,0.0
TOBG_MED-871.fna,51.22,4.6,,,0.0
TOBG_MED-870.fna,74.13,2.4,,,0.0
TOBG_MED-869.fna,56.98,2.15,,,0.0
TOBG_MED-867.fna,73.08,3.42,,,0.0
TOBG_MED-866.fna,50.86,2.04,,,0.0
TOBG_MED-864.fna,55.69,2.01,,,0.0
TOBG_MED-859.fna,53.9,3.77,,,0.0
TOBG_MED-858.fna,69.53,4.3,,,0.0
TOBG_MED-855.fna,73.18,3.09,,,0.0
TOBG_MED-853.fna,78.93,4.8,2352348.0,62262.0,0.0
TOBG_MED-852.fna,63.5,3.36,,,0.0
TOBG_MED-851.fna,63.6,2.21,,,0.0
TOBG_MED-850.fna,76.9,3.71,1935913.0,53213.0,0.0
TOBG_MED-849.fna,51.27,3.68,,,0.0
TOBG_MED-848.fna,55.56,2.62,,,0.0
TOBG_MED-847.fna,57.35,3.68,,,0.0
TOBG_MED-846.fna,74.27,3.36,,,0.0
TOBG_MED-843.fna,59.78,3.8,,,0.0
TOBG_MED-841.fna,76.16,3.04,1388011.0,41041.0,0.0
TOBG_MED-840.fna,57.33,4.05,,,0.0
TOBG_MED-839.fna,69.17,2.14,,,0.0
TOBG_MED-838.fna,51.3,2.74,,,0.0
TOBG_MED-836.fna,58.19,4.63,,,0.0
TOBG_MED-835.fna,76.91,3.98,1770030.0,20264.0,0.0
TOBG_MED-834.fna,77.4,3.04,2324977.0,15274.0,0.0
TOBG_MED-833.fna,54.98,3.76,,,0.0
TOBG_MED-832.fna,68.52,3.7,,,0.0
TOBG_MED-830.fna,76.3,3.03,1952626.0,306155.0,0.0
TOBG_MED-829.fna,78.93,2.2,1579447.0,16293.0,0.0
TOBG_MED-828.fna,75.68,4.9,2136873.0,28951.0,0.0
TOBG_MED-827.fna,75.47,3.77,857302.0,50206.0,0.0
TOBG_MED-825.fna,93.98,5.87,2606596.0,95612.0,0.0
TOBG_MED-824.fna,63.4,2.68,,,0.0
TOBG_MED-823.fna,58.31,3.73,,,0.0
TOBG_MED-822.fna,54.21,2.43,,,0.0
TOBG_MED-821.fna,50.6,3.48,,,0.0
TOBG_MED-819.fna,72.52,4.62,,,0.0
TOBG_MED-818.fna,79.41,3.43,1393000.0,31568.0,0.950123
TOBG_MED-817.fna,68.45,2.38,,,0.0
TOBG_MED-816.fna,58.25,3.59,,,0.0
TOBG_MED-815.fna,90.49,8.6,3392130.0,74616.0,0.0
TOBG_MED-814.fna,90.2,6.51,1967603.0,39535.0,0.0
TOBG_MED-812.fna,64.84,2.2,,,0.0
TOBG_MED-810.fna,90.56,6.32,2909769.0,76631.0,0.0
TOBG_MED-809.fna,90.03,9.96,1647829.0,50958.0,0.0
TOBG_MED-808.fna,51.65,2.2,,,0.0
TOBG_MED-807.fna,60.27,2.15,,,0.0
TOBG_MED-806.fna,91.21,9.89,2656395.0,42041.0,0.0
TOBG_MED-805.fna,58.45,2.82,,,0.0
TOBG_MED-804.fna,51.11,3.16,,,0.0
TOBG_MED-803.fna,79.36,2.39,2200859.0,49586.0,0.0
TOBG_MED-802.fna,50.21,2.82,,,0.0
TOBG_MED-801.fna,74.37,2.83,,,0.0
TOBG_MED-800.fna,54.69,2.6,,,0.0
TOBG_MED-797.fna,93.18,6.97,2604406.0,255024.0,0.0
TOBG_MED-795.fna,65.66,3.45,,,0.0
TOBG_MED-794.fna,55.9,2.92,,,0.0
TOBG_MED-793.fna,63.62,2.51,,,0.0
TOBG_MED-792.fna,94.66,8.8,2165014.0,119749.0,0.0
TOBG_MED-790.fna,67.82,3.07,,,0.0
TOBG_MED-788.fna,55.72,2.2,,,0.0
TOBG_MED-787.fna,52.66,2.41,,,0.0
TOBG_MED-786.fna,51.1,2.67,,,0.0
TOBG_MED-785.fna,50.44,2.68,,,0.0
TOBG_MED-784.fna,59.04,2.41,,,0.0
TOBG_MED-782.fna,51.46,0.89,,,0.0
TOBG_MED-781.fna,62.07,1.72,,,0.0
TOBG_MED-780.fna,64.06,1.1,,,0.0
TOBG_MED-779.fna,84.56,4.41,1565810.0,25565.0,0.967662
TOBG_MED-778.fna,94.78,4.31,1433382.0,64240.0,0.0
TOBG_MED-776.fna,69.32,0.0,,,0.0
TOBG_MED-775.fna,70.31,1.05,,,0.0
TOBG_MED-772.fna,53.45,0.0,,,0.0
TOBG_MED-770.fna,64.76,1.87,,,0.0
TOBG_MED-769.fna,81.93,4.67,1263754.0,30066.0,0.0
TOBG_MED-796.fna,94.85,5.28,2205922.0,49165.0,0.0
TOBG_MED-768.fna,76.36,1.83,1666962.0,14763.0,0.0
TOBG_MED-766.fna,93.27,3.91,1607840.0,87336.0,0.0
TOBG_MED-764.fna,53.14,1.45,,,0.0
TOBG_MED-746.fna,96.7,6.59,1674183.0,48332.0,0.0
TOBG_MED-760.fna,65.81,0.25,,,0.0
TOBG_MED-759.fna,89.74,3.21,1788781.0,84972.0,0.0
TOBG_MED-758.fna,50.43,0.43,,,0.0
TOBG_MED-757.fna,92.31,4.95,1950198.0,34114.0,0.0
TOBG_MED-756.fna,86.83,1.74,2996585.0,21864.0,0.0
TOBG_NAT-174.fna,65.83,0.0,,,0.0
TOBG_NAT-175.fna,95.47,8.46,1822488.0,38997.0,0.0
TOBG_NAT-178.fna,91.96,1.79,2818849.0,47544.0,0.0
TOBG_NAT-179.fna,97.04,0.54,1691798.0,358698.0,0.0
TOBG_NAT-18.fna,90.81,1.14,1975315.0,47270.0,0.0
TOBG_NAT-180.fna,67.24,0.0,,,0.0
TOBG_NAT-181.fna,87.01,2.04,2975687.0,33078.0,0.983689
TOBG_NAT-182.fna,78.31,0.0,1335253.0,30018.0,0.0
TOBG_NAT-183.fna,62.67,0.86,,,0.0
TOBG_NAT-185.fna,92.23,4.19,2240152.0,40694.0,0.0
TOBG_NAT-186.fna,50.79,1.87,,,0.0
TOBG_NAT-187.fna,90.32,2.69,2450038.0,56737.0,0.970863
TOBG_NAT-188.fna,95.3,3.85,2540084.0,113926.0,0.0
TOBG_NAT-189.fna,55.66,1.08,,,0.0
TOBG_NAT-19.fna,95.16,1.08,3853292.0,77499.0,0.998499
TOBG_NAT-190.fna,83.69,1.98,1277955.0,76479.0,0.0
TOBG_NAT-193.fna,52.02,1.1,,,0.0
TOBG_NAT-194.fna,50.91,1.83,,,0.0
TOBG_NAT-195.fna,51.65,1.1,,,0.0
TOBG_NAT-196.fna,62.57,3.3,,,0.0
TOBG_NAT-197.fna,87.93,8.46,1986386.0,51100.0,0.0
TOBG_NAT-198.fna,86.81,9.89,1664743.0,31643.0,0.0
TOBG_NAT-199.fna,54.79,2.42,,,0.0
TOBG_NAT-2.fna,96.17,6.45,3709474.0,116595.0,0.0
TOBG_NAT-20.fna,98.26,6.56,4884171.0,147220.0,0.999568
TOBG_NAT-200.fna,85.95,5.88,1120682.0,25241.0,0.0
TOBG_NAT-202.fna,51.23,2.53,,,0.0
TOBG_NAT-204.fna,53.36,3.2,,,0.0
TOBG_NAT-205.fna,94.71,6.45,1748467.0,52473.0,0.0
TOBG_NAT-207.fna,66.75,3.42,,,0.0
TOBG_NAT-209.fna,78.22,2.94,2449438.0,111582.0,0.9797290000000001
TOBG_NAT-21.fna,97.1,1.99,4497611.0,92420.0,0.0
TOBG_NAT-210.fna,94.68,6.62,4372514.0,342122.0,0.9994
TOBG_NAT-211.fna,66.97,3.3,,,0.0
TOBG_NAT-212.fna,79.62,4.35,3540613.0,24385.0,0.0
TOBG_NAT-215.fna,58.62,3.45,,,0.0
TOBG_NAT-216.fna,68.92,2.84,,,0.0
TOBG_NAT-217.fna,93.41,8.79,1625503.0,37395.0,0.0
TOBG_NAT-218.fna,71.29,3.47,,,0.0
TOBG_NAT-219.fna,50.48,2.2,,,0.0
TOBG_NAT-22.fna,83.11,3.51,6416023.0,28581.0,0.0
TOBG_NAT-220.fna,85.31,9.39,1669566.0,33544.0,0.0
TOBG_NAT-221.fna,76.87,3.42,1832975.0,24752.0,0.0
TOBG_NAT-222.fna,71.66,3.7,,,0.0
TOBG_NAT-223.fna,67.86,2.6,,,0.0
TOBG_NAT-224.fna,92.12,6.23,1642075.0,71914.0,0.0
TOBG_NAT-225.fna,89.51,5.91,3305258.0,35699.0,0.0
TOBG_NAT-226.fna,56.91,2.28,,,0.0
TOBG_NAT-228.fna,51.16,2.97,,,0.0
TOBG_SP-1.fna,77.62,0.14,2887846.0,40552.0,0.0
TOBG_SAT-99.fna,99.19,1.61,4489342.0,273112.0,0.0
TOBG_SAT-98.fna,96.23,2.13,4832435.0,139636.0,0.997021
TOBG_SAT-97.fna,94.62,1.95,4250142.0,42787.0,0.992846
TOBG_SAT-96.fna,69.63,1.98,,,0.0
TOBG_SAT-95.fna,81.6,0.8,1891523.0,51647.0,0.0
TOBG_SAT-94.fna,71.05,0.8,,,0.0
TOBG_SAT-93.fna,97.27,1.61,3781349.0,116844.0,0.0
TOBG_SAT-92.fna,100.0,1.03,3568991.0,412379.0,0.0
TOBG_SAT-91.fna,92.54,2.97,3074704.0,52380.0,0.993937
TOBG_SAT-90.fna,82.79,0.74,3127146.0,26105.0,0.98106
TOBG_SAT-9.fna,98.7,5.22,4835676.0,471156.0,0.9972745
TOBG_SAT-89.fna,54.66,0.0,,,0.0
TOBG_SAT-88.fna,99.59,3.99,4993883.0,309155.0,0.97048
TOBG_SAT-87.fna,100.0,3.33,7896062.0,160688.0,0.0
TOBG_SAT-84.fna,64.32,1.15,,,0.0
TOBG_SAT-83.fna,95.25,1.3,2732373.0,64157.0,0.991972
TOBG_SAT-82.fna,54.17,1.04,,,0.0
TOBG_SAT-81.fna,56.54,0.34,,,0.0
TOBG_SAT-80.fna,57.54,1.1,,,0.0
TOBG_SAT-8.fna,98.05,4.38,3640882.0,197303.0,0.9796677500000001
TOBG_SAT-79.fna,81.19,2.23,2895303.0,32242.0,0.0
TOBG_SAT-78.fna,52.89,0.83,,,0.0
TOBG_SAT-77.fna,86.75,3.23,1566675.0,30736.0,0.0
TOBG_SAT-76.fna,55.88,0.0,,,0.0
TOBG_SAT-75.fna,90.96,0.67,3093260.0,187570.0,0.0
TOBG_SAT-74.fna,86.09,0.16,2965195.0,237071.0,0.989627
TOBG_SAT-73.fna,98.7,2.75,3646182.0,394050.0,0.9994933333333332
TOBG_SAT-71.fna,57.28,1.94,,,0.0
TOBG_SAT-70.fna,55.49,1.72,,,0.0
TOBG_SAT-7.fna,97.59,4.83,3413560.0,297800.0,0.971255
TOBG_SAT-69.fna,84.62,2.18,3780769.0,44536.0,0.0
TOBG_SAT-68.fna,51.69,0.87,,,0.0
TOBG_SAT-67.fna,84.27,0.98,2827680.0,27359.0,0.9868295
TOBG_SAT-66.fna,90.0,1.3,3323472.0,46561.0,0.0
TOBG_SAT-64.fna,76.1,1.08,3802651.0,28837.0,0.0
TOBG_SAT-63.fna,74.92,1.89,,,0.0
TOBG_SAT-62.fna,99.43,0.67,3322063.0,110879.0,0.0
TOBG_SAT-61.fna,74.1,0.52,,,0.0
TOBG_SAT-60.fna,98.91,4.26,3200985.0,122172.0,0.0
TOBG_SAT-6.fna,98.23,0.92,3009097.0,274631.0,0.9953390000000001
TOBG_SAT-58.fna,63.29,1.02,,,0.0
TOBG_SAT-57.fna,76.17,1.27,4960393.0,29418.0,0.999072
TOBG_SAT-56.fna,85.23,0.31,3566898.0,31116.0,0.0
TOBG_SAT-55.fna,99.19,2.51,5115071.0,196111.0,0.0
TOBG_SAT-54.fna,98.16,3.17,4779610.0,151313.0,0.0
TOBG_SAT-53.fna,54.31,1.72,,,0.0
TOBG_SAT-52.fna,96.37,2.68,4351294.0,104256.0,0.0
TOBG_SAT-51.fna,99.24,5.6,4988172.0,175483.0,0.997815
TOBG_SAT-50.fna,65.87,0.15,,,0.0
TOBG_SAT-5.fna,88.37,2.62,3741168.0,46251.0,0.0
TOBG_SAT-49.fna,98.35,0.19,3046076.0,217600.0,0.996807
TOBG_SAT-48.fna,50.16,0.0,,,0.0
TOBG_SAT-47.fna,85.13,4.73,2914745.0,28048.0,0.985323
TOBG_SAT-46.fna,97.9,1.22,3539782.0,192662.0,0.0
TOBG_SAT-45.fna,66.53,1.1,,,0.0
TOBG_SAT-44.fna,61.33,0.27,,,0.0
TOBG_SAT-43.fna,98.92,0.27,3018417.0,77615.0,0.0
TOBG_SAT-42.fna,94.03,3.87,3623736.0,48552.0,0.0
TOBG_SAT-41.fna,65.75,0.04,,,0.0
TOBG_SAT-40.fna,99.57,1.43,3830489.0,129154.0,0.990122
TOBG_SAT-4.fna,98.44,1.53,3897340.0,147917.0,0.983102
TOBG_SAT-39.fna,88.79,1.18,3224076.0,34001.0,0.0
TOBG_SAT-38.fna,80.13,3.07,1888070.0,39332.0,0.976967
TOBG_SAT-37.fna,99.39,2.64,3574957.0,160658.0,0.0
TOBG_SAT-36.fna,62.64,1.1,,,0.0
TOBG_SAT-35.fna,97.41,0.43,3640499.0,252815.0,0.998898
TOBG_SAT-34.fna,61.28,0.19,,,0.0
TOBG_SAT-33.fna,80.92,2.17,1659661.0,41920.0,0.0
TOBG_SAT-32.fna,61.2,1.94,,,0.0
TOBG_SAT-31.fna,99.78,1.2,4069214.0,232722.0,0.996481
TOBG_SAT-3078.fna,50.51,2.47,,,0.0
TOBG_SAT-3076.fna,50.99,0.0,,,0.0
TOBG_SAT-3048.fna,70.04,0.0,,,0.0
TOBG_SAT-3034.fna,62.9,2.15,,,0.0
TOBG_SAT-3021.fna,100.0,6.34,3038449.0,264496.0,0.0
TOBG_SAT-3008.fna,69.36,2.97,,,0.0
TOBG_SAT-30.fna,69.77,1.76,,,0.0
TOBG_SAT-3.fna,95.93,0.62,2119617.0,55648.0,0.0
TOBG_SAT-2998.fna,58.6,3.05,,,0.0
TOBG_SAT-2990.fna,65.38,1.12,,,0.0
TOBG_SAT-2989.fna,65.92,3.37,,,0.0
TOBG_SAT-2985.fna,54.45,4.17,,,0.0
TOBG_SAT-2981.fna,57.1,2.05,,,0.0
TOBG_SAT-2971.fna,69.38,4.8,,,0.0
TOBG_SAT-2963.fna,56.11,0.86,,,0.0
TOBG_SAT-2956.fna,54.95,3.3,,,0.0
TOBG_SAT-2911.fna,89.83,0.07,2076724.0,189526.0,0.0
TOBG_SAT-2910.fna,74.91,1.85,,,0.0
TOBG_SAT-29.fna,57.83,1.61,,,0.0
TOBG_SAT-2866.fna,55.17,0.0,,,0.0
TOBG_SAT-2856.fna,54.77,2.96,,,0.0
TOBG_SAT-2823.fna,54.24,1.59,,,0.0
TOBG_SAT-2804.fna,50.68,1.84,,,0.0
TOBG_SAT-28.fna,96.64,1.0,4625496.0,97591.0,0.0
TOBG_SAT-2797.fna,58.42,3.9,,,0.0
TOBG_SAT-2788.fna,84.08,2.46,3358635.0,291372.0,0.0
TOBG_SAT-2787.fna,92.53,0.86,1687414.0,423638.0,0.0
TOBG_SAT-2781.fna,64.27,3.73,,,0.0
TOBG_SAT-2766.fna,79.57,0.81,2002729.0,92080.0,0.0
TOBG_SAT-2756.fna,90.86,1.86,2112507.0,108509.0,0.0
TOBG_SAT-2755.fna,87.17,0.43,3226690.0,118497.0,0.0
TOBG_SAT-2751.fna,58.24,2.2,,,0.0
TOBG_SAT-2750.fna,56.03,0.0,,,0.0
TOBG_SAT-2734.fna,58.03,2.17,,,0.0
TOBG_SAT-2731.fna,50.88,0.0,,,0.0
TOBG_SAT-2727.fna,55.59,4.88,,,0.0
TOBG_SAT-27.fna,99.24,0.19,4324183.0,329657.0,0.0
TOBG_SAT-2699.fna,52.56,2.56,,,0.0
TOBG_SAT-2681.fna,62.78,0.8,,,0.0
TOBG_SAT-2619.fna,79.12,2.2,1203139.0,64495.0,0.0
TOBG_SAT-2610.fna,65.56,1.12,,,0.0
TOBG_SAT-2604.fna,66.01,1.98,,,0.0
TOBG_SAT-26.fna,99.26,0.83,2745455.0,107857.0,0.0
TOBG_SAT-2595.fna,71.03,0.0,,,0.0
TOBG_SAT-2594.fna,67.97,0.0,,,0.0
TOBG_SAT-2587.fna,50.09,0.72,,,0.0
TOBG_SAT-25.fna,80.75,2.28,2760586.0,27709.0,0.0
TOBG_SAT-24.fna,71.88,1.1,,,0.0
TOBG_SAT-230.fna,93.1,2.48,4921160.0,80340.0,0.0
TOBG_SAT-23.fna,76.65,0.82,2581032.0,20735.0,0.0
TOBG_SAT-229.fna,69.11,0.0,,,0.0
TOBG_SAT-228.fna,93.37,0.99,1642008.0,100045.0,0.0
TOBG_SAT-227.fna,96.36,7.84,2716820.0,730128.0,0.0
TOBG_SAT-226.fna,81.37,3.68,1557090.0,33399.0,0.0
TOBG_SAT-225.fna,70.49,1.61,,,0.0
TOBG_SAT-224.fna,55.17,1.72,,,0.0
TOBG_SAT-223.fna,66.47,1.62,,,0.0
TOBG_SAT-222.fna,55.49,0.0,,,0.0
TOBG_SAT-221.fna,92.57,1.19,1424643.0,127147.0,0.9735765000000001
TOBG_SAT-220.fna,81.35,0.0,954390.0,31503.0,0.972616
TOBG_SAT-22.fna,93.81,1.14,3483980.0,60941.0,0.0
TOBG_SAT-219.fna,68.99,1.35,,,0.0
TOBG_SAT-218.fna,67.27,1.6,,,0.0
TOBG_SAT-217.fna,80.01,1.61,2646633.0,42165.0,0.0
TOBG_SAT-216.fna,67.95,0.83,,,0.0
TOBG_SAT-215.fna,66.17,0.99,,,0.0
TOBG_SAT-213.fna,78.38,1.98,1797984.0,36794.0,0.0
TOBG_SAT-212.fna,50.6,0.0,,,0.0
TOBG_SAT-211.fna,83.81,3.68,992944.0,45960.0,0.0
TOBG_SAT-210.fna,55.17,1.72,,,0.0
TOBG_SAT-21.fna,68.1,1.72,,,0.0
TOBG_SAT-209.fna,51.74,0.0,,,0.0
TOBG_SAT-207.fna,54.7,0.0,,,0.0
TOBG_SAT-206.fna,83.11,0.99,1381584.0,28940.0,0.0
TOBG_SAT-205.fna,71.94,0.0,,,0.0
TOBG_SAT-204.fna,51.52,1.1,,,0.0
TOBG_SAT-203.fna,68.21,0.0,,,0.0
TOBG_SP-175.fna,62.67,1.6,,,0.0
TOBG_SP-174.fna,82.42,3.3,1934809.0,45613.0,0.9535534999999999
TOBG_SP-173.fna,86.81,4.4,2468286.0,68651.0,0.0
TOBG_SP-172.fna,53.2,1.6,,,0.0
TOBG_SP-171.fna,82.73,3.09,2650633.0,54192.0,0.0
TOBG_SP-170.fna,53.29,1.6,,,0.0
TOBG_SP-17.fna,99.07,2.77,4696839.0,181486.0,0.999238
TOBG_SP-169.fna,96.1,1.27,3284009.0,92554.0,0.997204
TOBG_SP-168.fna,65.28,0.0,,,0.0
TOBG_SP-167.fna,99.37,0.97,4353457.0,194882.0,0.999677
TOBG_SP-166.fna,92.87,0.0,4535358.0,85821.0,0.0
TOBG_SP-165.fna,53.93,0.99,,,0.0
TOBG_SP-164.fna,92.6,3.68,3400303.0,41723.0,0.0
TOBG_SP-163.fna,96.42,2.29,5418417.0,241626.0,0.0
TOBG_SP-161.fna,76.55,0.0,3418368.0,72936.0,0.0
TOBG_SP-160.fna,95.73,4.7,2408629.0,132305.0,0.0
TOBG_SP-16.fna,99.0,1.24,6637452.0,188781.0,0.978892
TOBG_SP-159.fna,90.05,1.22,3619350.0,44269.0,0.999315
TOBG_SP-158.fna,82.83,0.06,3020958.0,43510.0,0.0
TOBG_SP-157.fna,87.03,0.99,1982125.0,54066.0,0.0
TOBG_SP-156.fna,91.52,0.87,2602685.0,103184.0,0.954376
TOBG_SP-155.fna,52.94,1.11,,,0.0
TOBG_SP-154.fna,99.57,0.0,2522793.0,124199.0,0.0
TOBG_SP-153.fna,68.88,1.56,,,0.0
TOBG_SP-152.fna,62.75,0.81,,,0.0
TOBG_SP-151.fna,97.67,0.0,2411759.0,102915.0,0.0
TOBG_SP-148.fna,50.81,1.9,,,0.0
TOBG_SP-147.fna,65.79,1.74,,,0.0
TOBG_SP-146.fna,57.05,0.0,,,0.0
TOBG_SP-145.fna,89.1,2.84,3353936.0,47527.0,0.965742
TOBG_SP-144.fna,100.0,5.17,3871704.0,212238.0,0.0
TOBG_SP-143.fna,63.33,1.6,,,0.0
TOBG_SP-142.fna,98.84,3.3,5196966.0,71421.0,0.0
TOBG_SAT-142.fna,81.55,3.35,1833363.0,48804.0,0.0
TOBG_SP-141.fna,84.98,2.35,6149812.0,44348.0,0.0
TOBG_SP-140.fna,99.03,4.65,3804787.0,147190.0,0.999873
TOBG_SP-139.fna,65.22,0.0,,,0.0
TOBG_SP-138.fna,94.44,4.4,5266773.0,73707.0,0.0
TOBG_SP-137.fna,98.86,3.98,3678879.0,132343.0,0.0
TOBG_SP-136.fna,97.3,2.61,2315296.0,164730.0,0.0
TOBG_SP-135.fna,94.32,0.57,2624986.0,51856.0,0.0
TOBG_SP-134.fna,50.54,0.0,,,0.0
TOBG_SP-133.fna,99.12,0.89,4248066.0,143669.0,0.0
TOBG_SP-132.fna,51.06,1.37,,,0.0
TOBG_SP-131.fna,88.69,2.16,4238835.0,86544.0,0.0
TOBG_SP-13.fna,97.97,2.7,3152361.0,76739.0,0.0
TOBG_SP-129.fna,57.93,1.72,,,0.0
TOBG_SP-127.fna,82.87,2.04,3611953.0,39818.0,0.0
TOBG_SP-126.fna,94.48,1.87,5385524.0,70282.0,0.0
TOBG_SP-125.fna,92.31,0.5,3875926.0,66946.0,0.0
TOBG_SP-124.fna,75.0,0.84,3988723.0,47730.0,0.0
TOBG_SP-123.fna,99.78,0.43,4232139.0,291286.0,0.9979175
TOBG_SP-122.fna,51.9,0.0,,,0.0
TOBG_SP-120.fna,63.1,1.72,,,0.0
TOBG_SP-118.fna,84.1,1.32,4114651.0,42221.0,0.0
TOBG_SP-117.fna,58.93,0.0,,,0.0
TOBG_SP-116.fna,51.4,1.28,,,0.0
TOBG_SP-115.fna,85.85,1.24,3175648.0,51864.0,0.0
TOBG_SP-114.fna,94.41,4.42,3632077.0,50686.0,0.0
TOBG_SP-112.fna,97.27,3.15,4856351.0,129303.0,0.996324
TOBG_SP-111.fna,51.25,1.15,,,0.0
TOBG_SP-110.fna,96.59,0.57,2804671.0,114000.0,0.0
TOBG_SP-11.fna,99.01,1.2,3478601.0,286257.0,0.0
TOBG_SP-109.fna,84.02,4.14,3484875.0,379619.0,0.0
TOBG_SP-108.fna,80.12,3.3,1122373.0,49608.0,0.0
TOBG_SP-107.fna,70.74,1.67,,,0.0
TOBG_SP-106.fna,57.14,1.1,,,0.0
TOBG_SP-105.fna,89.59,1.15,3293198.0,126595.0,0.0
TOBG_SP-103.fna,58.62,0.86,,,0.0
TOBG_SP-102.fna,93.48,4.14,2740912.0,115236.0,0.0
TOBG_SP-101.fna,83.52,3.85,1337123.0,32123.0,0.0
TOBG_SP-100.fna,59.42,0.8,,,0.0
TOBG_SAT-202.fna,50.14,1.3,,,0.0
TOBG_SAT-201.fna,82.48,2.2,1211441.0,47190.0,0.98001
TOBG_SAT-200.fna,72.83,1.36,,,0.0
TOBG_SAT-20.fna,90.05,3.16,3682313.0,38976.0,0.9907204999999999
TOBG_SAT-2.fna,83.18,4.29,2365380.0,60092.0,0.0
TOBG_SAT-199.fna,56.27,0.0,,,0.0
TOBG_SAT-198.fna,97.74,2.23,3849940.0,221466.0,0.0
TOBG_SAT-197.fna,77.98,1.65,1177491.0,41251.0,0.0
TOBG_SAT-196.fna,67.52,0.85,,,0.0
TOBG_SAT-194.fna,98.1,1.73,3347836.0,196457.0,0.9978615
TOBG_SAT-190.fna,65.07,0.8,,,0.0
TOBG_SAT-19.fna,80.61,2.88,4192159.0,32702.0,0.983897
TOBG_SAT-189.fna,97.41,2.28,3591292.0,363525.0,0.0
TOBG_SAT-188.fna,62.95,0.0,,,0.0
TOBG_SAT-187.fna,55.17,0.86,,,0.0
TOBG_SAT-186.fna,61.08,1.99,,,0.0
TOBG_SAT-185.fna,85.03,2.79,2235816.0,23718.0,0.0
TOBG_SAT-183.fna,95.39,3.13,3601849.0,54224.0,0.999495
TOBG_SAT-182.fna,93.73,0.99,1355491.0,50107.0,0.0
TOBG_SAT-181.fna,83.66,4.95,1250697.0,39171.0,0.989603
TOBG_SAT-180.fna,92.11,2.68,3700446.0,361554.0,0.0
TOBG_SAT-18.fna,89.4,3.15,3157998.0,66855.0,0.0
TOBG_SAT-179.fna,93.9,1.79,3963517.0,244464.0,0.0
TOBG_SAT-178.fna,58.53,0.0,,,0.0
TOBG_SAT-177.fna,98.04,1.3,2519209.0,188291.0,0.0
TOBG_SAT-176.fna,96.54,8.13,2999251.0,46939.0,0.0
TOBG_SAT-175.fna,84.89,1.88,2007282.0,51164.0,0.0
TOBG_SAT-174.fna,61.42,0.4,,,0.0
TOBG_SAT-173.fna,55.69,1.87,,,0.0
TOBG_SAT-172.fna,53.81,0.68,,,0.0
TOBG_SAT-170.fna,69.03,0.0,,,0.0
TOBG_SAT-17.fna,98.28,9.48,2177475.0,84102.0,0.0
TOBG_SAT-169.fna,52.97,0.0,,,0.0
TOBG_SAT-168.fna,93.38,0.0,1660800.0,105011.0,0.0
TOBG_SAT-166.fna,87.85,3.3,1231651.0,24697.0,0.0
TOBG_SAT-165.fna,77.69,0.8,1700864.0,38341.0,0.0
TOBG_SAT-164.fna,77.73,0.06,1720552.0,44347.0,0.980079
TOBG_SAT-162.fna,90.11,2.75,4765829.0,40257.0,0.987305
TOBG_SAT-1613.fna,89.32,5.56,2363824.0,57809.0,0.9888985
TOBG_SAT-1610.fna,87.58,6.08,3823410.0,29342.0,0.0
TOBG_SAT-161.fna,79.63,1.71,1266047.0,33308.0,0.0
TOBG_SAT-1609.fna,88.84,7.55,2744092.0,50505.0,0.0
TOBG_SAT-1608.fna,75.64,3.85,1504380.0,36132.0,0.986854
TOBG_SAT-1607.fna,82.52,8.4,1139082.0,41939.0,0.971301
TOBG_SAT-160.fna,54.31,0.0,,,0.0
TOBG_SAT-16.fna,60.16,0.05,,,0.0
TOBG_SAT-1585.fna,70.62,2.3,,,0.0
TOBG_SAT-1582.fna,75.86,3.45,1440485.0,40056.0,0.961333
TOBG_SAT-1581.fna,58.5,2.99,,,0.0
TOBG_SAT-158.fna,65.02,0.0,,,0.0
TOBG_SAT-1579.fna,63.2,2.97,,,0.0
TOBG_SAT-1578.fna,51.72,3.45,,,0.0
TOBG_SAT-1576.fna,64.34,4.29,,,0.0
TOBG_SAT-157.fna,81.2,4.27,2483264.0,61455.0,0.0
TOBG_SAT-1567.fna,69.07,4.33,,,0.0
TOBG_SAT-1561.fna,50.6,4.82,,,0.0
TOBG_SAT-156.fna,52.7,0.0,,,0.0
TOBG_SAT-1554.fna,55.43,2.4,,,0.0
TOBG_SAT-1553.fna,76.27,4.0,1590752.0,38791.0,0.0
TOBG_SAT-1551.fna,69.87,3.85,,,0.0
TOBG_SAT-155.fna,99.32,0.68,3523997.0,228086.0,0.0
